Timestamp	Longitude	Latitude	Operatorname	Operator	Cellname	Node	CellID	LAC	NetworkTech	Level	Qual	SNR	CQI	LTERSSI	ARFCN	PSC	Altitude	Distance	TA	BAND
2025.07.18_22.20.01	-17.434738	14.663414	expresso	60803		2	10222	3000	3G	-59	-2	-	-	-	10637	145	64	-1		U1	
2025.07.18_22.20.01	-17.434737	14.663319	expresso	60803		2	10222	3000	3G	-59	-2	-	-	-	10637	145	61	-1		U1	
2025.07.18_22.20.01	-17.434737	14.663319	expresso	60803		2	10222	3000	3G	-59	-2	-	-	-	10637	145	61	-1		U1	
2025.07.18_22.20.02	-17.434737	14.663319	expresso	60803		2	10222	3000	3G	-67	-2	-	-	-	10637	145	61	-1		U1	
2025.07.18_22.20.03	-17.434737	14.663319	expresso	60803		2	10222	3000	3G	-67	-2	-	-	-	10637	145	61	-1		U1	
2025.07.18_22.20.04	-17.434737	14.663319	expresso	60803		2	10222	3000	3G	-59	-2	-	-	-	10637	145	61	-1		U1	
2025.07.18_22.20.05	-17.434737	14.663319	expresso	60803		2	10222	3000	3G	-59	-2	-	-	-	10637	145	61	-1		U1	
2025.07.18_22.20.06	-17.434737	14.663319	expresso	60803		2	10222	3000	3G	-63	-3	-	-	-	10637	145	61	-1		U1	
2025.07.18_22.20.07	-17.434737	14.663319	expresso	60803		2	10222	3000	3G	-63	-3	-	-	-	10637	145	61	-1		U1	
2025.07.18_22.20.08	-17.434737	14.663319	expresso	60803		2	10222	3000	3G	-65	-3	-	-	-	10637	145	61	-1		U1	
2025.07.18_22.20.09	-17.434737	14.663319	expresso	60803		2	10222	3000	3G	-65	-4	-	-	-	10637	145	61	-1		U1	
2025.07.18_22.20.10	-17.434717	14.663228	expresso	60803		2	10222	3000	3G	-65	-4	-	-	-	10637	145	62	-1		U1	
2025.07.18_22.20.10	-17.434717	14.663228	expresso	60803		2	10222	3000	3G	-59	-4	-	-	-	10637	145	62	-1		U1	
2025.07.18_22.20.11	-17.434717	14.663228	expresso	60803		2	10222	3000	3G	-59	-4	-	-	-	10637	145	62	-1		U1	
2025.07.18_22.20.11	-17.434717	14.663228	expresso	60803		2	10222	3000	3G	-59	-4	-	-	-	10637	145	62	-1		U1	
2025.07.18_22.20.12	-17.434717	14.663228	expresso	60803		2	10222	3000	3G	-65	-4	-	-	-	10637	145	62	-1		U1	
2025.07.18_22.20.22	-17.434717	14.663228	expresso	60803		2	10222	3000	3G	-65	-2	-	-	-	10637	145	62	-1		U1	
2025.07.18_22.20.26	-17.434734	14.663134	expresso	60803		2	10222	3000	3G	-63	-2	-	-	-	10637	145	62	-1		U1	
2025.07.18_22.20.32	-17.434734	14.663134	expresso	60803		2	10222	3000	3G	-69	-3	-	-	-	10637	145	62	-1		U1	
2025.07.18_22.20.36	-17.434739	14.66304	expresso	60803		2	10222	3000	3G	-69	-3	-	-	-	10637	145	61	-1		U1	
2025.07.18_22.20.42	-17.434739	14.66304	expresso	60803		2	10222	3000	3G	-69	-3	-	-	-	10637	145	61	-1		U1	
2025.07.18_22.20.43	-17.434739	14.66304	expresso	60803		2	10222	3000	3G	-69	-3	-	-	-	10637	145	61	-1		U1	
2025.07.18_22.20.46	-17.434729	14.662939	expresso	60803		2	10222	3000	3G	-67	-4	-	-	-	10637	145	62	-1		U1	
2025.07.18_22.20.53	-17.434729	14.662939	expresso	60803		2	10222	3000	3G	-73	-4	-	-	-	10637	145	62	-1		U1	
2025.07.18_22.20.55	-17.434695	14.662853	expresso	60803		2	10222	3000	3G	-75	-4	-	-	-	10637	145	65	-1		U1	
2025.07.18_22.21.03	-17.434695	14.662853	expresso	60803		2	10222	3000	3G	-65	-2	-	-	-	10637	145	65	-1		U1	
2025.07.18_22.21.04	-17.434678	14.662764	expresso	60803		2	10222	3000	3G	-67	-2	-	-	-	10637	145	61	-1		U1	
2025.07.18_22.21.11	-17.434654	14.662668	expresso	60803		2	10222	3000	3G	-69	-4	-	-	-	10637	145	64	-1		U1	
2025.07.18_22.21.13	-17.434654	14.662668	expresso	60803		2	10222	3000	3G	-65	-4	-	-	-	10637	145	64	-1		U1	
2025.07.18_22.21.20	-17.43464	14.662571	expresso	60803		2	10222	3000	3G	-67	-4	-	-	-	10637	145	68	-1		U1	
2025.07.18_22.21.23	-17.43464	14.662571	expresso	60803		2	10171	3000	3G	-69	-3	-	-	-	10637	145	68	-1		U1	
2025.07.18_22.21.28	-17.43464	14.662571	expresso	60803		2	10171	3000	3G	-61	-2	-	-	-	10637	145	68	-1		U1	
2025.07.18_22.21.32	-17.43464	14.662571	expresso	60803		2	10171	3000	3G	-69	-2	-	-	-	10637	145	68	-1		U1	
2025.07.18_22.21.42	-17.43464	14.662571	expresso	60803		2	10171	3000	3G	-73	-2	-	-	-	10637	145	68	-1		U1	
2025.07.18_22.21.52	-17.43464	14.662571	expresso	60803		2	10171	3000	3G	-73	-2	-	-	-	10637	145	68	-1		U1	
2025.07.18_22.22.01	-17.43464	14.662571	expresso	60803		2	10171	3000	3G	-67	-2	-	-	-	10637	145	68	-1		U1	
2025.07.18_22.22.02	-17.43464	14.662571	expresso	60803		2	10171	3000	3G	-73	-2	-	-	-	10637	145	68	-1		U1	
2025.07.18_22.22.02	-17.43464	14.662571	expresso	60803		2	10171	3000	3G	-73	-2	-	-	-	10637	145	68	-1		U1	
2025.07.18_22.22.03	-17.43464	14.662571	expresso	60803		2	10171	3000	3G	-73	-2	-	-	-	10637	145	68	-1		U1	
2025.07.18_22.22.03	-17.43464	14.662571	expresso	60803		2	10171	3000	3G	-73	-2	-	-	-	10637	145	68	-1		U1	
2025.07.18_22.22.04	-17.43464	14.662571	expresso	60803		2	10171	3000	3G	-73	-2	-	-	-	10637	145	68	-1		U1	
2025.07.18_22.22.05	-17.43464	14.662571	expresso	60803		2	10171	3000	3G	-73	-2	-	-	-	10637	145	68	-1		U1	
2025.07.18_22.22.05	-17.43464	14.662571	expresso	60803		2	10171	3000	3G	-73	-2	-	-	-	10637	145	68	-1		U1	
2025.07.18_22.22.06	-17.43464	14.662571	expresso	60803		2	10171	3000	3G	-77	-2	-	-	-	10637	145	68	-1		U1	
2025.07.18_22.22.07	-17.43464	14.662571	expresso	60803		2	10171	3000	3G	-77	-2	-	-	-	10637	145	68	-1		U1	
2025.07.18_22.22.08	-17.43464	14.662571	expresso	60803		2	10171	3000	3G	-69	-2	-	-	-	10637	145	68	-1		U1	
2025.07.18_22.22.09	-17.43464	14.662571	expresso	60803		2	10171	3000	3G	-69	-2	-	-	-	10637	145	68	-1		U1	
2025.07.18_22.22.10	-17.43464	14.662571	expresso	60803		2	10171	3000	3G	-73	-3	-	-	-	10637	145	68	-1		U1	
2025.07.18_22.22.11	-17.43464	14.662571	expresso	60803		2	10171	3000	3G	-73	-3	-	-	-	10637	145	68	-1		U1	
2025.07.18_22.22.12	-17.43464	14.662571	expresso	60803		2	10171	3000	3G	-71	-3	-	-	-	10637	145	68	-1		U1	
2025.07.18_22.22.13	-17.43464	14.662571	expresso	60803		2	10171	3000	3G	-71	-3	-	-	-	10637	145	68	-1		U1	
2025.07.18_22.22.14	-17.43464	14.662571	expresso	60803		2	10171	3000	3G	-69	-3	-	-	-	10637	145	68	-1		U1	
2025.07.18_22.22.15	-17.43464	14.662571	expresso	60803		2	10171	3000	3G	-69	-3	-	-	-	10637	145	68	-1		U1	
2025.07.18_22.22.15	-17.43464	14.662571	expresso	60803		2	10171	3000	3G	-69	-3	-	-	-	10637	145	68	-1		U1	
2025.07.18_22.22.16	-17.43464	14.662571	expresso	60803		2	10171	3000	3G	-65	-3	-	-	-	10637	145	68	-1		U1	
2025.07.18_22.22.17	-17.434699	14.662501	expresso	60803		2	10171	3000	3G	-65	-3	-	-	-	10637	145	69	-1		U1	
2025.07.18_22.22.17	-17.434699	14.662501	expresso	60803		2	10171	3000	3G	-65	-3	-	-	-	10637	145	69	-1		U1	
2025.07.18_22.22.18	-17.434699	14.662501	expresso	60803		2	10171	3000	3G	-71	-3	-	-	-	10637	145	69	-1		U1	
2025.07.18_22.22.18	-17.434699	14.662501	expresso	60803		2	10171	3000	3G	-71	-3	-	-	-	10637	145	69	-1		U1	
2025.07.18_22.22.19	-17.434699	14.662501	expresso	60803		2	10171	3000	3G	-71	-3	-	-	-	10637	145	69	-1		U1	
2025.07.18_22.22.20	-17.434699	14.662501	expresso	60803		2	10171	3000	3G	-71	-3	-	-	-	10637	145	69	-1		U1	
2025.07.18_22.22.21	-17.434699	14.662501	expresso	60803		2	10171	3000	3G	-71	-5	-	-	-	10637	145	69	-1		U1	
2025.07.18_22.22.22	-17.434699	14.662501	expresso	60803		2	10171	3000	3G	-71	-5	-	-	-	10637	145	69	-1		U1	
2025.07.18_22.22.23	-17.434699	14.662501	expresso	60803		2	10171	3000	3G	-71	-5	-	-	-	10637	145	69	-1		U1	
2025.07.18_22.22.24	-17.434699	14.662501	expresso	60803		2	10171	3000	3G	-73	-7	-	-	-	10637	145	69	-1		U1	
2025.07.18_22.22.25	-17.434699	14.662501	expresso	60803		2	10171	3000	3G	-73	-7	-	-	-	10637	145	69	-1		U1	
2025.07.18_22.22.26	-17.434793	14.662514	expresso	60803		2	10171	3000	3G	-73	-7	-	-	-	10637	145	69	-1		U1	
2025.07.18_22.22.26	-17.434793	14.662514	expresso	60803		2	10171	3000	3G	-71	-7	-	-	-	10637	145	69	-1		U1	
2025.07.18_22.22.27	-17.434793	14.662514	expresso	60803		2	10171	3000	3G	-71	-8	-	-	-	10637	145	69	-1		U1	
2025.07.18_22.22.28	-17.434793	14.662514	expresso	60803		2	10171	3000	3G	-69	-9	-	-	-	10637	145	69	-1		U1	
2025.07.18_22.22.28	-17.434793	14.662514	expresso	60803		2	10171	3000	3G	-69	-9	-	-	-	10637	145	69	-1		U1	
2025.07.18_22.22.28	-17.434793	14.662514	expresso	60803		2	10171	3000	3G	-69	-9	-	-	-	10637	145	69	-1		U1	
2025.07.18_22.22.32	-17.434793	14.662514	expresso	60803		2	10171	3000	3G	-63	-9	-	-	-	10637	145	69	-1		U1	
2025.07.18_22.22.34	-17.434793	14.662514	expresso	60803		2	10171	3000	3G	-69	-6	-	-	-	10637	27	69	-1		U1	
2025.07.18_22.22.36	-17.434793	14.662514	expresso	60803		2	40173	3000	3G	-73	-6	-	-	-	2947	29	69	-1		U8	
2025.07.18_22.22.40	-17.434793	14.662514	expresso	60803		1022	5	4112	4G	-88	-8	9.0	-	-61	1673	486	69	-1		L3	
2025.07.18_22.22.44	-17.434887	14.662527	expresso	60803		1022	5	4112	4G	-89	-9	9.0	-	-59	1673	486	72	-1	2	L3	
2025.07.18_22.22.49	-17.434887	14.662527	expresso	60803		1022	5	4112	4G	-89	-9	9.0	-	-63	1673	486	72	-1	2	L3	
2025.07.18_22.22.55	-17.434975	14.662561	expresso	60803		1022	5	4112	4G	-93	-12	10.0	-	-63	1673	486	73	-1	2	L3	
2025.07.18_22.22.59	-17.434975	14.662561	expresso	60803		1022	5	4112	4G	-91	-9	7.0	-	-65	1673	486	73	-1	2	L3	
2025.07.18_22.23.00	-17.434975	14.662561	expresso	60803		1022	5	4112	4G	-91	-9	6.0	-	-65	1673	486	73	-1	2	L3	
2025.07.18_22.23.02	-17.434975	14.662561	expresso	60803		2	10171	3000	3G	-67	-6	-	-	-	10637	27	73	-1		U1	
2025.07.18_22.23.02	-17.434975	14.662561	expresso	60803		2	10171	3000	3G	-67	-6	-	-	-	10637	27	73	-1		U1	
2025.07.18_22.23.04	-17.43507	14.662576	expresso	60803		2	10171	3000	3G	-71	-6	-	-	-	10637	27	73	-1		U1	
2025.07.18_22.23.11	-17.435168	14.662578	expresso	60803		2	10171	3000	3G	-73	-5	-	-	-	10637	27	67	-1		U1	
2025.07.18_22.23.11	-17.435168	14.662578	expresso	60803		2	10171	3000	3G	-67	-5	-	-	-	10637	27	67	-1		U1	
2025.07.18_22.23.18	-17.435249	14.662629	expresso	60803		2	10171	3000	3G	-77	-4	-	-	-	10637	27	67	-1		U1	
2025.07.18_22.23.21	-17.435249	14.662629	expresso	60803		2	10171	3000	3G	-71	-4	-	-	-	10637	27	67	-1		U1	
2025.07.18_22.23.27	-17.435345	14.662637	expresso	60803		2	10171	3000	3G	-71	-4	-	-	-	10637	27	69	-1		U1	
2025.07.18_22.23.31	-17.435345	14.662637	expresso	60803		2	10171	3000	3G	-67	-4	-	-	-	10637	27	69	-1		U1	
2025.07.18_22.23.34	-17.435345	14.662637	expresso	60803		2	10222	3000	3G	-69	-4	-	-	-	10637	27	69	-1		U1	
2025.07.18_22.23.36	-17.435442	14.662657	expresso	60803		2	10222	3000	3G	-61	-4	-	-	-	10637	27	63	-1		U1	
2025.07.18_22.23.44	-17.435442	14.662657	expresso	60803		2	10222	3000	3G	-75	-4	-	-	-	10637	27	63	-1		U1	
2025.07.18_22.23.45	-17.435442	14.662657	expresso	60803		2	10222	3000	3G	-73	-4	-	-	-	10637	27	63	-1		U1	
2025.07.18_22.23.50	-17.435538	14.662664	expresso	60803		2	10222	3000	3G	-69	-3	-	-	-	10637	27	61	-1		U1	
2025.07.18_22.23.53	-17.435538	14.662664	expresso	60803		2	10222	3000	3G	-77	-4	-	-	-	10637	27	61	-1		U1	
2025.07.18_22.24.04	-17.435538	14.662664	expresso	60803		2	10222	3000	3G	-75	-4	-	-	-	10637	27	61	-1		U1	
2025.07.18_22.24.11	-17.435619	14.662598	expresso	60803		2	10222	3000	3G	-77	-4	-	-	-	10637	27	61	-1		U1	
2025.07.18_22.24.14	-17.435619	14.662598	expresso	60803		2	10222	3000	3G	-77	-4	-	-	-	10637	27	61	-1		U1	
2025.07.18_22.24.19	-17.435619	14.662598	expresso	60803		2	10222	3000	3G	-77	-3	-	-	-	10637	27	61	-1		U1	
2025.07.18_22.24.19	-17.435619	14.662598	expresso	60803		2	10222	3000	3G	-79	-3	-	-	-	10637	27	61	-1		U1	
2025.07.18_22.24.20	-17.435619	14.662598	expresso	60803		2	10222	3000	3G	-79	-3	-	-	-	10637	27	61	-1		U1	
2025.07.18_22.24.20	-17.435619	14.662598	expresso	60803		2	10222	3000	3G	-79	-3	-	-	-	10637	27	61	-1		U1	
2025.07.18_22.24.21	-17.435619	14.662598	expresso	60803		2	10222	3000	3G	-79	-2	-	-	-	10637	27	61	-1		U1	
2025.07.18_22.24.22	-17.435619	14.662598	expresso	60803		2	10222	3000	3G	-79	-2	-	-	-	10637	27	61	-1		U1	
2025.07.18_22.24.22	-17.435686	14.662527	expresso	60803		2	10222	3000	3G	-79	-2	-	-	-	10637	27	68	-1		U1	
2025.07.18_22.24.23	-17.435686	14.662527	NO_COVERAGE			0	-1		--	-200	-2	-	-	-			68	-1			
2025.07.18_22.24.23	-17.435686	14.662527		60803		1022	2	4112	4G	-79	-2	-	-	-55	6200	486	68	-1		L20	
2025.07.18_22.24.23	-17.435686	14.662527		60803		1022	2	4112	4G	-85	-12	4.0	-	-55	6200	486	68	-1		L20	
2025.07.18_22.24.24	-17.435686	14.662527	NO_COVERAGE				-1		--	-200	-12	-	-	-			68	-1			
2025.07.18_22.24.24	-17.435686	14.662527		60803		1022	2	4112	4G	-85	-12	4.0	-	-55	6200	486	68	-1		L20	
2025.07.18_22.24.24	-17.435686	14.662527		60803		1022	2	4112	4G	-85	-12	4.0	-	-55	6200	486	68	-1		L20	
2025.07.18_22.24.25	-17.435686	14.662527	NO_COVERAGE				-1		--	-200	-12	-	-	-			68	-1			
2025.07.18_22.24.25	-17.435686	14.662527		60803		1022	2	4112	4G	-85	-12	4.0	-	-55	6200	486	68	-1		L20	
2025.07.18_22.24.25	-17.435686	14.662527		60803		1022	2	4112	4G	-85	-12	4.0	-	-55	6200	486	68	-1		L20	
2025.07.18_22.24.26	-17.435686	14.662527	NO_COVERAGE				-1		--	-200	-12	-	-	-			68	-1			
2025.07.18_22.24.26	-17.435686	14.662527		60803		1022	2	4112	4G	-86	-10	4.0	-	-57	6200	486	68	-1		L20	
2025.07.18_22.24.26	-17.435686	14.662527		60803		1022	2	4112	4G	-86	-10	4.0	-	-57	6200	486	68	-1		L20	
2025.07.18_22.24.27	-17.435686	14.662527	NO_COVERAGE				-1		--	-200	-10	-	-	-			68	-1			
2025.07.18_22.24.27	-17.435686	14.662527		60803		1022	2	4112	4G	-86	-10	4.0	-	-57	6200	486	68	-1		L20	
2025.07.18_22.24.27	-17.435686	14.662527		60803		1022	2	4112	4G	-86	-10	4.0	-	-57	6200	486	68	-1		L20	
2025.07.18_22.24.28	-17.435686	14.662527	NO_COVERAGE				-1		--	-200	-10	-	-	-			68	-1			
2025.07.18_22.24.28	-17.435686	14.662527		60803		1022	2	4112	4G	-88	-13	4.0	-	-55	6200	486	68	-1		L20	
2025.07.18_22.24.28	-17.435686	14.662527		60803		1022	2	4112	4G	-88	-13	4.0	-	-55	6200	486	68	-1		L20	
2025.07.18_22.24.29	-17.435686	14.662527	NO_COVERAGE				-1		--	-200	-13	-	-	-			68	-1			
2025.07.18_22.24.29	-17.435686	14.662527		60803		1022	2	4112	4G	-88	-13	4.0	-	-55	6200	486	68	-1		L20	
2025.07.18_22.24.29	-17.435686	14.662527		60803		1022	2	4112	4G	-88	-13	4.0	-	-55	6200	486	68	-1		L20	
2025.07.18_22.24.29	-17.435716	14.662437		60803		1022	2	4112	4G	-88	-13	4.0	-	-55	6200	486	66	-1		L20	
2025.07.18_22.24.30	-17.435716	14.662437	NO_COVERAGE				-1		--	-200	-13	-	-	-			66	-1			
2025.07.18_22.24.30	-17.435716	14.662437		60803		1022	2	4112	4G	-85	-13	4.0	-	-55	6200	486	66	-1		L20	
2025.07.18_22.24.30	-17.435716	14.662437		60803		1022	2	4112	4G	-85	-13	4.0	-	-55	6200	486	66	-1		L20	
2025.07.18_22.24.31	-17.435716	14.662437	NO_COVERAGE				-1		--	-200	-13	-	-	-			66	-1			
2025.07.18_22.24.31	-17.435716	14.662437		60803		1022	2	4112	4G	-85	-13	4.0	-	-55	6200	486	66	-1		L20	
2025.07.18_22.24.31	-17.435716	14.662437		60803		1022	2	4112	4G	-85	-13	4.0	-	-55	6200	486	66	-1		L20	
2025.07.18_22.24.32	-17.435716	14.662437	NO_COVERAGE				-1		--	-200	-13	-	-	-			66	-1			
2025.07.18_22.24.32	-17.435716	14.662437		60803		1022	2	4112	4G	-87	-13	4.0	-	-57	6200	486	66	-1		L20	
2025.07.18_22.24.32	-17.435716	14.662437		60803		1022	2	4112	4G	-87	-13	4.0	-	-57	6200	486	66	-1		L20	
2025.07.18_22.24.33	-17.435716	14.662437	NO_COVERAGE				-1		--	-200	-13	-	-	-			66	-1			
2025.07.18_22.24.33	-17.435716	14.662437		60803		1022	2	4112	4G	-87	-13	4.0	-	-57	6200	486	66	-1		L20	
2025.07.18_22.24.33	-17.435716	14.662437		60803		1022	2	4112	4G	-87	-13	4.0	-	-57	6200	486	66	-1		L20	
2025.07.18_22.24.34	-17.435716	14.662437	NO_COVERAGE				-1		--	-200	-13	-	-	-			66	-1			
2025.07.18_22.24.34	-17.435716	14.662437		60803		1022	2	4112	4G	-87	-11	4.0	-	-57	6200	486	66	-1		L20	
2025.07.18_22.24.34	-17.435716	14.662437		60803		1022	2	4112	4G	-87	-11	4.0	-	-57	6200	486	66	-1		L20	
2025.07.18_22.24.35	-17.435716	14.662437	NO_COVERAGE				-1		--	-200	-11	-	-	-			66	-1			
2025.07.18_22.24.35	-17.435716	14.662437		60803		1022	2	4112	4G	-87	-11	4.0	-	-57	6200	486	66	-1		L20	
2025.07.18_22.24.35	-17.435716	14.662437		60803		1022	2	4112	4G	-87	-11	4.0	-	-57	6200	486	66	-1		L20	
2025.07.18_22.24.36	-17.435716	14.662437	NO_COVERAGE				-1		--	-200	-11	-	-	-			66	-1			
2025.07.18_22.24.36	-17.435716	14.662437		60803		1022	2	4112	4G	-86	-10	3.0	-	-59	6200	486	66	-1		L20	
2025.07.18_22.24.36	-17.435716	14.662437		60803		1022	2	4112	4G	-86	-10	3.0	-	-59	6200	486	66	-1		L20	
2025.07.18_22.24.37	-17.435716	14.662437	NO_COVERAGE				-1		--	-200	-10	-	-	-			66	-1			
2025.07.18_22.24.37	-17.435716	14.662437		60803		1022	2	4112	4G	-86	-10	3.0	-	-59	6200	486	66	-1		L20	
2025.07.18_22.24.37	-17.435716	14.662437		60803		1022	2	4112	4G	-86	-10	3.0	-	-59	6200	486	66	-1		L20	
2025.07.18_22.24.37	-17.435747	14.662351		60803		1022	2	4112	4G	-86	-10	3.0	-	-59	6200	486	61	-1		L20	
2025.07.18_22.24.38	-17.435747	14.662351	NO_COVERAGE				-1		--	-200	-10	-	-	-			61	-1			
2025.07.18_22.24.38	-17.435747	14.662351		60803		1022	2	4112	4G	-87	-12	3.0	-	-57	6200	486	61	-1		L20	
2025.07.18_22.24.38	-17.435747	14.662351		60803		1022	2	4112	4G	-87	-12	3.0	-	-57	6200	486	61	-1		L20	
2025.07.18_22.24.39	-17.435747	14.662351	NO_COVERAGE				-1		--	-200	-12	-	-	-			61	-1			
2025.07.18_22.24.39	-17.435747	14.662351		60803		1022	2	4112	4G	-87	-12	3.0	-	-57	6200	486	61	-1		L20	
2025.07.18_22.24.39	-17.435747	14.662351		60803		1022	2	4112	4G	-87	-12	3.0	-	-57	6200	486	61	-1		L20	
2025.07.18_22.24.39	-17.435747	14.662351		60803		1022	2	4112	4G	-87	-12	3.0	-	-57	6200	486	61	-1		L20	
2025.07.18_22.24.40	-17.435747	14.662351	NO_COVERAGE				-1		--	-200	-12	-	-	-			61	-1			
2025.07.18_22.24.40	-17.435747	14.662351		60803		1022	2	4112	4G	-85	-12	3.0	-	-55	6200	486	61	-1		L20	
2025.07.18_22.24.40	-17.435747	14.662351		60803		1022	2	4112	4G	-85	-12	3.0	-	-55	6200	486	61	-1		L20	
2025.07.18_22.24.41	-17.435747	14.662351	NO_COVERAGE				-1		--	-200	-12	-	-	-			61	-1			
2025.07.18_22.24.41	-17.435747	14.662351		60803		1022	2	4112	4G	-85	-12	3.0	-	-55	6200	486	61	-1		L20	
2025.07.18_22.24.41	-17.435747	14.662351		60803		1022	2	4112	4G	-85	-12	3.0	-	-55	6200	486	61	-1		L20	
2025.07.18_22.24.41	-17.435747	14.662351		60803		1022	2	4112	4G	-85	-12	3.0	-	-55	6200	486	61	-1		L20	
2025.07.18_22.24.42	-17.435747	14.662351	NO_COVERAGE				-1		--	-200	-12	-	-	-			61	-1			
2025.07.18_22.24.42	-17.435747	14.662351		60803		1022	2	4112	4G	-91	-15	2.0	-	-59	6200	486	61	-1		L20	
2025.07.18_22.24.42	-17.435747	14.662351		60803		1022	2	4112	4G	-91	-15	2.0	-	-59	6200	486	61	-1		L20	
2025.07.18_22.24.43	-17.435747	14.662351	NO_COVERAGE				-1		--	-200	-15	-	-	-			61	-1			
2025.07.18_22.24.43	-17.435747	14.662351		60803		1022	2	4112	4G	-91	-15	2.0	-	-59	6200	486	61	-1		L20	
2025.07.18_22.24.43	-17.435747	14.662351		60803		1022	2	4112	4G	-91	-15	2.0	-	-59	6200	486	61	-1		L20	
2025.07.18_22.24.44	-17.435747	14.662351	NO_COVERAGE				-1		--	-200	-15	-	-	-			61	-1			
2025.07.18_22.24.44	-17.435747	14.662351		60803		1022	2	4112	4G	-89	-15	2.0	-	-55	6200	486	61	-1		L20	
2025.07.18_22.24.44	-17.435747	14.662351		60803		1022	2	4112	4G	-89	-15	2.0	-	-55	6200	486	61	-1		L20	
2025.07.18_22.24.44	-17.435771	14.66226		60803		1022	2	4112	4G	-89	-15	2.0	-	-55	6200	486	62	-1		L20	
2025.07.18_22.24.45	-17.435771	14.66226	NO_COVERAGE				-1		--	-200	-15	-	-	-			62	-1			
2025.07.18_22.24.45	-17.435771	14.66226		60803		1022	2	4112	4G	-89	-15	2.0	-	-55	6200	486	62	-1		L20	
2025.07.18_22.24.45	-17.435771	14.66226		60803		1022	2	4112	4G	-89	-15	2.0	-	-55	6200	486	62	-1		L20	
2025.07.18_22.24.46	-17.435771	14.66226	NO_COVERAGE				-1		--	-200	-15	-	-	-			62	-1			
2025.07.18_22.24.46	-17.435771	14.66226		60803		1022	2	4112	4G	-87	-13	2.0	-	-55	6200	486	62	-1		L20	
2025.07.18_22.24.46	-17.435771	14.66226		60803		1022	2	4112	4G	-87	-13	2.0	-	-55	6200	486	62	-1		L20	
2025.07.18_22.24.47	-17.435771	14.66226	NO_COVERAGE				-1		--	-200	-13	-	-	-			62	-1			
2025.07.18_22.24.47	-17.435771	14.66226		60803		1022	2	4112	4G	-87	-13	2.0	-	-55	6200	486	62	-1		L20	
2025.07.18_22.24.47	-17.435771	14.66226		60803		1022	2	4112	4G	-87	-13	2.0	-	-55	6200	486	62	-1		L20	
2025.07.18_22.24.48	-17.435771	14.66226	NO_COVERAGE				-1		--	-200	-13	-	-	-			62	-1			
2025.07.18_22.24.48	-17.435771	14.66226		60803		1022	2	4112	4G	-83	-12	1.0	-	-53	6200	486	62	-1		L20	
2025.07.18_22.24.48	-17.435771	14.66226		60803		1022	2	4112	4G	-83	-12	1.0	-	-53	6200	486	62	-1		L20	
2025.07.18_22.24.49	-17.435771	14.66226	NO_COVERAGE				-1		--	-200	-12	-	-	-			62	-1			
2025.07.18_22.24.49	-17.435771	14.66226		60803		1022	2	4112	4G	-83	-12	1.0	-	-53	6200	486	62	-1		L20	
2025.07.18_22.24.49	-17.435771	14.66226		60803		1022	2	4112	4G	-83	-12	1.0	-	-53	6200	486	62	-1		L20	
2025.07.18_22.24.50	-17.435771	14.66226	NO_COVERAGE				-1		--	-200	-12	-	-	-			62	-1			
2025.07.18_22.24.50	-17.435771	14.66226		60803		1022	2	4112	4G	-81	-11	1.0	-	-53	6200	486	62	-1		L20	
2025.07.18_22.24.50	-17.435771	14.66226		60803		1022	2	4112	4G	-81	-11	1.0	-	-53	6200	486	62	-1		L20	
2025.07.18_22.24.51	-17.435771	14.66226	NO_COVERAGE				-1		--	-200	-11	-	-	-			62	-1			
2025.07.18_22.24.51	-17.435771	14.66226		60803		1022	2	4112	4G	-81	-11	1.0	-	-53	6200	486	62	-1		L20	
2025.07.18_22.24.51	-17.435771	14.66226		60803		1022	2	4112	4G	-81	-11	1.0	-	-53	6200	486	62	-1		L20	
2025.07.18_22.24.51	-17.435771	14.66226		60803		1022	2	4112	4G	-81	-11	3.0	-	-53	6200	486	62	-1		L20	
2025.07.18_22.24.52	-17.435793	14.66216		60803		1022	2	4112	4G	-81	-11	3.0	-	-53	6200	486	63	-1		L20	
2025.07.18_22.24.52	-17.435793	14.66216	expresso	60803		1022	2	4112	4G	-84	-10	3.0	-	-55	6200	486	63	-1	2	L20	
2025.07.18_22.24.53	-17.435793	14.66216	expresso	60803		1022	2	4112	4G	-84	-10	3.0	-	-55	6200	486	63	-1	2	L20	
2025.07.18_22.24.54	-17.435793	14.66216	expresso	60803		1022	5	4112	4G	-90	-8	4.0	-	-65	1673	486	63	-1		L3	
2025.07.18_22.24.54	-17.435793	14.66216	expresso	60803		1022	5	4112	4G	-90	-8	4.0	-	-65	1673	486	63	-1		L3	
2025.07.18_22.24.55	-17.435793	14.66216	expresso	60803		1022	5	4112	4G	-89	-7	4.0	-	-65	1673	486	63	-1	2	L3	
2025.07.18_22.24.56	-17.435793	14.66216	expresso	60803		1022	5	4112	4G	-89	-7	7.0	-	-65	1673	486	63	-1	2	L3	
2025.07.18_22.24.57	-17.435793	14.66216	expresso	60803		1022	5	4112	4G	-89	-10	7.0	-	-63	1673	486	63	-1	2	L3	
2025.07.18_22.24.58	-17.435793	14.66216	expresso	60803		1022	5	4112	4G	-89	-10	7.0	-	-63	1673	486	63	-1	2	L3	
2025.07.18_22.24.59	-17.435793	14.66216	expresso	60803		1022	5	4112	4G	-91	-10	7.0	-	-61	1673	486	63	-1	2	L3	
